Rk	Player	Pos	Age	Tm	G	GS	MP	FG	FGA	FG%	3P	3PA	3P%	2P	2PA	2P%	eFG%	FT	FTA	FT%	ORB	DRB	TRB	AST	STL	BLK	TOV	PF	PTS
183	Jerian Grant\grantje02	SG	27	WAS	6	0	13.3	1.7	4.5	0.37	0.3	1.3	0.25	1.3	3.2	0.421	0.407	0.8	1.2	0.714	0.3	0.7	1	1.5	0.2	0.2	0.5	1.8	4.5
184	Josh Gray\grayjo01	PG	26	NOP	2	0	11.5	0.5	1	0.5	0	0		0.5	1	0.5	0.5	0	0		0.5	0.5	1	1	0	0	2.5	0.5	1
185	Danny Green\greenda02	SG	32	LAL	68	68	24.8	2.9	7	0.416	1.8	4.8	0.367	1.1	2.2	0.524	0.542	0.5	0.7	0.688	0.8	2.6	3.3	1.3	1.3	0.5	0.9	2	8
186	Draymond Green\greendr01	PF	29	GSW	43	43	28.4	2.9	7.3	0.389	0.8	3	0.279	2	4.3	0.465	0.446	1.5	1.9	0.759	0.5	5.7	6.2	6.2	1.4	0.8	2.3	2.6	8
187	JaMychal Green\greenja01	PF	29	LAC	63	1	20.7	2.4	5.6	0.429	1.5	3.8	0.387	0.9	1.8	0.518	0.56	0.6	0.8	0.75	1.2	4.9	6.2	0.8	0.5	0.4	0.9	2.8	6.8
188	Javonte Green\greenja02	SG	26	BOS	48	2	9.8	1.3	2.6	0.5	0.2	0.7	0.273	1.1	1.9	0.581	0.536	0.6	0.9	0.667	0.5	1.4	1.9	0.5	0.5	0.2	0.5	0.9	3.4
189	Jeff Green\greenje02	PF-C	33	TOT	48	4	20	3.3	7.2	0.462	1.3	3.8	0.339	2	3.4	0.602	0.552	1.5	1.9	0.802	0.5	2.3	2.8	1	0.5	0.4	0.9	1.9	9.4
189	Jeff Green\greenje02	PF	33	UTA	30	2	18.4	2.5	6.5	0.385	1.1	3.5	0.327	1.4	3	0.451	0.472	1.6	2.1	0.778	0.5	2.2	2.7	0.7	0.4	0.3	0.9	1.5	7.8
189	Jeff Green\greenje02	C	33	HOU	18	2	22.6	4.7	8.3	0.564	1.6	4.4	0.354	3.1	3.9	0.8	0.658	1.3	1.6	0.857	0.6	2.3	2.9	1.7	0.8	0.5	0.8	2.4	12.2
190	Blake Griffin\griffbl01	PF	30	DET	18	18	28.4	4.9	13.9	0.352	1.5	6.2	0.243	3.4	7.7	0.439	0.406	4.2	5.4	0.776	0.9	3.7	4.7	3.3	0.4	0.4	2.2	1.5	15.5
191	Marko Guduric\gudurma01	SG	24	MEM	44	0	11	1.4	3.6	0.395	0.6	1.9	0.301	0.8	1.7	0.5	0.475	0.5	0.6	0.923	0.3	1.3	1.7	1	0.3	0.2	0.8	0.8	3.9
192	Kyle Guy\guyky01	SG	22	SAC	3	0	3.3	0.7	1.7	0.4	0	1	0	0.7	0.7	1	0.4	0	0		0	0.3	0.3	0.3	0	0	0	0.3	1.3
193	Rui Hachimura\hachiru01	PF	21	WAS	48	48	30.1	5.3	11.4	0.466	0.5	1.8	0.287	4.8	9.5	0.5	0.489	2.4	2.9	0.829	1.6	4.5	6.1	1.8	0.8	0.2	1.1	2.2	13.5
194	Devon Hall\hallde01	PG	24	OKC	11	0	7.4	0.5	2.7	0.2	0.4	1.5	0.235	0.2	1.2	0.154	0.267	0.4	0.7	0.5	0.2	0.5	0.6	1.2	0.4	0.1	0.5	0.5	1.8
195	Donta Hall\halldo01	C-PF	22	TOT	9	0	14.8	1.7	2.4	0.682	0	0		1.7	2.4	0.682	0.682	1	2	0.5	1.6	2.7	4.2	0.4	0.3	0.7	0.6	2.6	4.3
195	Donta Hall\halldo01	PF	22	DET	4	0	12	0.3	1	0.25	0	0		0.3	1	0.25	0.25	1	1.5	0.667	1.5	2.3	3.8	0.5	0.3	0.3	0.5	2.3	1.5
195	Donta Hall\halldo01	C	22	BRK	5	0	17	2.8	3.6	0.778	0	0		2.8	3.6	0.778	0.778	1	2.4	0.417	1.6	3	4.6	0.4	0.4	1	0.6	2.8	6.6
196	Dusty Hannahs\hannadu01	SG	26	MEM	2	0	6.5	2	4.5	0.444	1	1.5	0.667	1	3	0.333	0.556	1	1	1	0	0.5	0.5	0	0	0	0	0.5	6
197	Tim Hardaway Jr.\hardati02	SG	27	DAL	71	58	29.5	5.4	12.5	0.434	2.9	7.2	0.398	2.5	5.2	0.485	0.55	2.1	2.6	0.819	0.4	2.9	3.3	1.9	0.6	0.1	1	1.8	15.8
198	James Harden\hardeja01	SG	30	HOU	68	68	36.5	9.9	22.3	0.444	4.4	12.4	0.355	5.5	9.9	0.556	0.543	10.2	11.8	0.865	1	5.5	6.6	7.5	1.8	0.9	4.5	3.3	34.3
199	Maurice Harkless\harklma01	PF-SF	26	TOT	62	48	23	2.3	4.6	0.502	0.5	1.6	0.347	1.7	3	0.584	0.562	0.6	1.1	0.591	0.9	3	3.9	1.1	0.9	0.5	0.9	2.4	5.8
199	Maurice Harkless\harklma01	PF	26	LAC	50	38	22.8	2.2	4.3	0.516	0.5	1.5	0.37	1.7	2.9	0.59	0.578	0.5	0.8	0.571	0.9	3.1	4	1	1	0.6	0.9	2.4	5.5
199	Maurice Harkless\harklma01	SF	26	NYK	12	10	23.8	2.5	5.5	0.455	0.6	2.1	0.28	1.9	3.4	0.561	0.508	1.3	2	0.625	0.7	2.7	3.3	1.7	0.8	0.3	0.6	2.3	6.8
200	Jared Harper\harpeja01	PG	22	PHO	3	0	2.7	0.3	1.3	0.25	0	0.7	0	0.3	0.7	0.5	0.25	0	0		0	0	0	0	0	0	0	0	0.7
201	Montrezl Harrell\harremo01	C	26	LAC	63	2	27.8	7.5	12.9	0.58	0	0.3	0	7.5	12.6	0.593	0.58	3.7	5.6	0.658	2.6	4.5	7.1	1.7	0.6	1.1	1.7	2.3	18.6
202	Gary Harris\harriga01	SG	25	DEN	56	55	31.8	3.9	9.3	0.42	1.3	3.8	0.333	2.6	5.5	0.479	0.487	1.3	1.6	0.815	0.5	2.4	2.9	2.1	1.4	0.3	1.1	2.1	10.4
203	Joe Harris\harrijo01	SF	28	BRK	69	69	30.8	5.5	11.4	0.486	2.5	5.9	0.424	3	5.5	0.553	0.596	0.9	1.3	0.719	0.9	3.4	4.3	2.1	0.6	0.2	1.5	2.3	14.5
204	Tobias Harris\harrito02	PF	27	PHI	72	72	34.3	7.7	16.3	0.471	1.8	5	0.367	5.9	11.3	0.517	0.527	2.4	3	0.806	1	5.9	6.9	3.2	0.7	0.6	1.4	2.3	19.6
205	Shaquille Harrison\harrish01	SG	26	CHI	43	10	11.3	1.8	3.8	0.467	0.4	1	0.381	1.4	2.9	0.496	0.515	0.9	1.2	0.78	0.5	1.5	2	1.1	0.8	0.4	0.4	1.3	4.9
206	Josh Hart\hartjo01	SF	24	NOP	65	16	27	3.5	8.2	0.423	1.9	5.4	0.342	1.6	2.7	0.584	0.537	1.3	1.8	0.739	0.9	5.6	6.5	1.7	1	0.4	1.2	2.5	10.1
207	Isaiah Hartenstein\harteis01	C	21	HOU	23	2	11.6	1.9	2.9	0.657	0	0.2	0	1.9	2.7	0.71	0.657	0.8	1.2	0.679	1.3	2.7	3.9	0.8	0.4	0.5	0.7	1.8	4.7
208	Udonis Haslem\hasleud01	C	39	MIA	4	1	11	1	2.8	0.364	0.3	0.8	0.333	0.8	2	0.375	0.409	0.8	1	0.75	0.3	3.8	4	0.3	0	0	0.3	1.5	3
209	Jaxson Hayes\hayesja02	C	19	NOP	64	14	16.9	2.7	4	0.672	0	0.1	0.25	2.7	4	0.678	0.674	1.9	3	0.647	1.5	2.5	4	0.9	0.4	0.9	0.8	2.5	7.4
210	Gordon Hayward\haywago01	SF	29	BOS	52	52	33.5	6.7	13.5	0.5	1.6	4.3	0.383	5.1	9.2	0.554	0.561	2.4	2.8	0.855	1.1	5.6	6.7	4.1	0.7	0.4	1.8	1.8	17.5
211	John Henson\hensojo01	C	29	TOT	40	8	15	2.4	4.3	0.556	0.2	0.9	0.222	2.2	3.4	0.644	0.579	0.6	1.2	0.5	1.2	2.9	4.1	1.4	0.6	1.1	0.9	2	5.5
211	John Henson\hensojo01	C	29	CLE	29	2	14.2	2.1	4.1	0.508	0.2	1.1	0.194	1.9	3.1	0.618	0.533	0.6	1.1	0.515	1.1	2.8	3.9	1.5	0.6	1.1	0.7	1.9	5
211	John Henson\hensojo01	C	29	DET	11	6	17.1	3.1	4.6	0.667	0.2	0.5	0.4	2.9	4.2	0.696	0.686	0.5	1.2	0.462	1.3	3.1	4.4	1	0.7	0.9	1.4	2.1	6.9
212	Dewan Hernandez\hernade01	C	23	TOR	6	0	4.7	0.8	2.3	0.357	0.2	0.3	0.5	0.7	2	0.333	0.393	0.5	0.8	0.6	0.8	1.5	2.3	0.5	0.2	0	0.5	1	2.3
213	Juan Hernangómez\hernaju01	PF	24	TOT	48	14	17.4	2.1	5.1	0.405	0.9	2.7	0.341	1.2	2.5	0.475	0.494	0.9	1.5	0.62	0.9	3.2	4.1	0.8	0.4	0.2	0.7	1.3	6
213	Juan Hernangómez\hernaju01	PF	24	DEN	34	0	12.4	1.1	3.2	0.345	0.4	1.8	0.25	0.7	1.5	0.46	0.414	0.5	0.7	0.64	0.7	2.1	2.8	0.6	0.1	0.1	0.5	0.9	3.1
213	Juan Hernangómez\hernaju01	PF	24	MIN	14	14	29.4	4.4	9.8	0.453	2.1	4.9	0.42	2.4	4.9	0.485	0.558	2	3.3	0.609	1.4	5.9	7.3	1.3	1	0.3	1	2.5	12.9
214	Willy Hernangómez\hernawi01	C	25	CHO	31	0	12.1	2.4	4.5	0.532	0.2	0.7	0.227	2.2	3.8	0.59	0.55	1.2	1.9	0.627	1.4	2.9	4.3	0.9	0.3	0.2	1	1	6.1
215	Tyler Herro\herroty01	SG	20	MIA	55	8	27.4	4.9	11.5	0.428	2.1	5.4	0.389	2.8	6.1	0.462	0.52	1.6	1.8	0.87	0.3	3.8	4.1	2.2	0.6	0.2	1.6	1.4	13.5
216	Kevin Hervey\herveke01	PF	23	OKC	10	0	5.2	0.7	2.7	0.259	0.3	2	0.15	0.4	0.7	0.571	0.315	0	0		0.1	1.1	1.2	0.5	0.1	0.1	0	0.4	1.7
217	Mario Hezonja\hezonma01	PF	24	POR	53	4	16.4	1.7	4.1	0.422	0.5	1.5	0.308	1.3	2.6	0.486	0.477	0.9	1.1	0.814	0.6	2.9	3.5	0.9	0.7	0.2	0.8	2	4.8
218	Buddy Hield\hieldbu01	SG	27	SAC	72	44	30.8	6.9	16.1	0.429	3.8	9.6	0.394	3.2	6.6	0.479	0.545	1.6	1.9	0.846	0.8	3.8	4.6	3	0.9	0.2	2.3	2.3	19.2
219	George Hill\hillge01	PG	33	MIL	59	2	21.5	3.3	6.4	0.516	1.4	3	0.46	1.9	3.4	0.565	0.624	1.4	1.7	0.842	0.8	2.2	3	3.1	0.8	0.1	1	1.4	9.4
220	Solomon Hill\hillso01	PF	28	TOT	59	4	18.4	1.9	4.7	0.396	1.1	2.9	0.368	0.8	1.8	0.439	0.509	0.7	0.9	0.741	0.5	2.3	2.8	1.8	0.7	0.2	0.9	1.4	5.5
220	Solomon Hill\hillso01	PF	28	MEM	48	3	18.8	2	4.9	0.412	1.2	3.1	0.381	0.8	1.8	0.465	0.532	0.5	0.8	0.684	0.5	2.5	3	2	0.6	0.1	0.8	1.5	5.7
220	Solomon Hill\hillso01	PF	28	MIA	11	1	17	1.3	4.1	0.311	0.6	2.2	0.292	0.6	1.9	0.333	0.389	1.3	1.5	0.875	0.5	1.5	1.9	0.9	1.1	0.5	1	1.1	4.5
221	Jaylen Hoard\hoardja01	PF	20	POR	13	0	7.9	1.2	2.5	0.469	0	0.2	0	1.2	2.2	0.517	0.469	0.6	1	0.615	1.1	1.4	2.5	0.3	0.4	0	0.3	0.9	2.9
222	Aaron Holiday\holidaa01	PG	23	IND	66	33	24.5	3.5	8.5	0.414	1.3	3.3	0.394	2.2	5.2	0.427	0.491	1.1	1.3	0.851	0.3	2	2.4	3.4	0.8	0.2	1.3	1.8	9.5
223	Jrue Holiday\holidjr01	SG	29	NOP	61	61	34.7	7.5	16.5	0.455	2	5.7	0.353	5.5	10.8	0.509	0.516	2.1	3	0.709	1.3	3.5	4.8	6.7	1.6	0.8	3	2.4	19.1
224	Justin Holiday\holidju01	SF	30	IND	73	6	25	2.8	6.7	0.428	1.8	4.5	0.405	1	2.1	0.477	0.566	0.7	0.9	0.791	0.4	2.8	3.3	1.3	1.2	0.6	0.6	1.9	8.3
225	Rondae Hollis-Jefferson\holliro01	PF	25	TOR	60	6	18.7	2.6	5.5	0.471	0.1	0.4	0.13	2.5	5.1	0.497	0.476	1.8	2.4	0.734	1.8	2.9	4.7	1.8	0.8	0.4	1	1.9	7
226	Richaun Holmes\holmeri01	C	26	SAC	44	38	28.2	5.1	7.8	0.648	0	0		5.1	7.8	0.648	0.648	2.1	2.7	0.788	2.9	5.3	8.1	1	0.9	1.3	1.2	3.8	12.3
227	Rodney Hood\hoodro01	SF	27	POR	21	21	29.5	4.1	8.2	0.506	1.7	3.4	0.493	2.5	4.8	0.515	0.608	1	1.3	0.778	0.5	3	3.4	1.5	0.8	0.2	0.9	2.2	11
228	Al Horford\horfoal01	C	33	PHI	67	61	30.2	4.8	10.6	0.45	1.5	4.2	0.35	3.3	6.4	0.516	0.52	0.9	1.2	0.763	1.5	5.3	6.8	4	0.8	0.9	1.2	2.1	11.9
229	Talen Horton-Tucker\hortota01	SG	19	LAL	6	1	13.5	2.3	5	0.467	0.7	2.2	0.308	1.7	2.8	0.588	0.533	0.3	0.7	0.5	0.3	0.8	1.2	1	1.3	0.2	1	1.7	5.7
230	Danuel House\houseda01	SF	26	HOU	63	52	30.4	3.7	8.6	0.427	2	5.6	0.363	1.6	2.9	0.549	0.546	1.2	1.4	0.811	0.9	3.3	4.2	1.3	1.1	0.5	0.9	2.1	10.5
231	Dwight Howard\howardw01	C	34	LAL	69	2	18.9	2.9	4	0.729	0	0.1	0.6	2.9	3.9	0.732	0.735	1.6	3.1	0.514	2.5	4.9	7.3	0.7	0.4	1.1	1.2	3.2	7.5
232	William Howard\howarwi01	PF	26	HOU	2	0	6.5	0	2	0	0	2	0	0	0		0	0	0		0	1	1	0.5	0	0	0.5	0.5	0
233	Kevin Huerter\huertke01	SG	21	ATL	56	48	31.4	4.5	10.9	0.413	2.3	6	0.38	2.2	4.9	0.453	0.517	0.9	1.1	0.828	0.6	3.4	4.1	3.8	0.9	0.5	1.6	2.5	12.2
234	De'Andre Hunter\huntede01	SF	22	ATL	63	62	32	4.4	10.8	0.41	1.7	4.8	0.355	2.7	6	0.454	0.489	1.7	2.3	0.764	0.7	3.8	4.5	1.8	0.7	0.3	1.6	2.9	12.3
235	Chandler Hutchison\hutchch01	SF	23	CHI	28	10	18.8	2.9	6.3	0.457	0.4	1.4	0.316	2.4	4.9	0.496	0.491	1.6	2.8	0.59	0.6	3.2	3.9	0.9	1	0.3	1	1.7	7.8
236	Serge Ibaka\ibakase01	C	30	TOR	55	27	27	6.2	12.2	0.512	1.3	3.3	0.385	5	8.9	0.559	0.564	1.6	2.3	0.718	2.1	6.1	8.2	1.4	0.5	0.8	2	2.8	15.4
237	Andre Iguodala\iguodan01	SF	36	MIA	21	0	19.9	1.8	4.2	0.432	0.7	2.2	0.298	1.1	2	0.585	0.511	0.3	0.7	0.4	0.8	2.9	3.7	2.4	0.7	1	1.2	1.7	4.6
238	Ersan İlyasova\ilyaser01	PF	32	MIL	63	8	15.7	2.3	5	0.466	0.8	2.2	0.365	1.5	2.8	0.545	0.546	1.1	1.4	0.828	1	3.8	4.8	0.8	0.4	0.3	0.5	1.5	6.6
239	Joe Ingles\inglejo01	PF	32	UTA	72	45	29.7	3.4	7.7	0.445	2	4.9	0.399	1.5	2.8	0.525	0.572	1	1.3	0.787	0.4	3.5	3.9	5.2	0.9	0.2	2	2.1	9.8
240	Brandon Ingram\ingrabr01	PF	22	NOP	62	62	33.9	8.2	17.7	0.463	2.4	6.2	0.391	5.8	11.5	0.501	0.531	5	5.9	0.851	0.8	5.3	6.1	4.2	1	0.6	3	2.9	23.8
241	Kyrie Irving\irvinky01	PG	27	BRK	20	20	32.9	10	20.8	0.478	2.8	7.1	0.394	7.2	13.7	0.522	0.546	4.7	5.1	0.922	1.1	4.1	5.2	6.4	1.4	0.5	2.6	2.7	27.4
242	Jonathan Isaac\isaacjo01	PF	22	ORL	34	32	28.8	4.6	9.8	0.47	0.9	2.8	0.34	3.6	7	0.521	0.518	1.8	2.3	0.779	1.7	5.1	6.8	1.4	1.6	2.3	1.4	2.4	11.9
243	Wesley Iwundu\iwundwe01	SF	25	ORL	52	21	18.3	1.9	4.5	0.416	0.5	1.6	0.341	1.3	2.9	0.457	0.476	1.5	1.9	0.804	0.5	2.1	2.5	1.2	0.5	0.3	0.5	1.5	5.8
244	Frank Jackson\jacksfr01	PG	21	NOP	59	2	13.5	2.3	5.6	0.405	0.8	2.4	0.326	1.5	3.2	0.465	0.476	0.9	1.3	0.747	0.4	1	1.4	1	0.3	0.1	0.8	1.3	6.3
245	Jaren Jackson Jr.\jacksja02	C	20	MEM	57	57	28.5	6.2	13.2	0.469	2.5	6.5	0.394	3.6	6.8	0.54	0.565	2.4	3.3	0.747	1	3.6	4.6	1.4	0.7	1.6	1.7	4.1	17.4
246	Josh Jackson\jacksjo02	SF	22	MEM	22	0	17.3	3.2	7.2	0.44	1	3.3	0.319	2.1	4	0.54	0.513	1.6	2.3	0.7	0.5	2.5	3	1.6	0.8	0.4	1.3	1.8	9
247	Justin Jackson\jacksju01	PF	24	DAL	65	3	16.1	2.1	5.2	0.396	0.7	2.5	0.294	1.3	2.7	0.489	0.466	0.6	0.8	0.84	0.4	2	2.4	0.8	0.2	0.2	0.2	1.1	5.5
248	Reggie Jackson\jacksre01	SG-PG	29	TOT	31	16	24	4.3	10.5	0.411	1.8	4.7	0.393	2.5	5.8	0.425	0.498	1.5	1.7	0.833	0.5	2.4	3	4.1	0.4	0.2	1.6	1.9	11.9
248	Reggie Jackson\jacksre01	PG	29	DET	14	10	27.2	5.4	14.1	0.384	2.2	5.9	0.378	3.2	8.3	0.388	0.462	1.9	2.4	0.788	0.8	2.1	2.9	5.1	0.6	0.1	1.6	1.5	14.9
248	Reggie Jackson\jacksre01	SG	29	LAC	17	6	21.3	3.4	7.5	0.453	1.5	3.7	0.413	1.9	3.8	0.492	0.555	1.1	1.2	0.905	0.4	2.6	3	3.2	0.3	0.2	1.6	2.2	9.5
249	Justin James\jamesju01	SF	23	SAC	36	0	6.4	1	2.3	0.417	0.3	0.8	0.31	0.7	1.5	0.473	0.47	0.3	0.6	0.476	0.2	0.7	0.9	0.5	0.2	0.3	0.2	0.5	2.5
250	LeBron James\jamesle01	PG	35	LAL	67	67	34.6	9.6	19.4	0.493	2.2	6.3	0.348	7.4	13.1	0.564	0.55	3.9	5.7	0.693	1	6.9	7.8	10.2	1.2	0.5	3.9	1.8	25.3
251	Amile Jefferson\jeffeam01	PF	26	ORL	18	0	4.1	0.3	0.8	0.357	0	0		0.3	0.8	0.357	0.357	0.3	0.8	0.357	0.6	0.7	1.3	0.2	0.1	0.2	0.2	0.4	0.8
252	DaQuan Jeffries\jeffrda01	SG	22	SAC	13	0	10.8	1.5	3.1	0.5	0.4	1.4	0.278	1.2	1.7	0.682	0.563	0.4	0.5	0.833	0.2	1.2	1.4	0.5	0.3	0.1	0.2	1.5	3.8
253	Ty Jerome\jeromty01	SG	22	PHO	31	0	10.6	1.2	3.6	0.336	0.5	1.6	0.28	0.8	2	0.381	0.398	0.4	0.5	0.75	0.2	1.3	1.5	1.4	0.5	0.1	0.6	0.9	3.3
254	Alize Johnson\johnsal02	PF	23	IND	17	1	6.9	0.7	1.7	0.414	0.2	0.5	0.375	0.5	1.2	0.429	0.466	0.4	0.6	0.7	0.9	1.9	2.8	0.4	0.2	0.1	0.4	0.7	2
255	B.J. Johnson\johnsbj01	SF	24	ORL	10	0	8.3	0.9	3.2	0.281	0.3	0.9	0.333	0.6	2.3	0.261	0.328	0.9	1	0.9	0.3	1.2	1.5	0.3	0.3	0	0.6	0.3	3
256	Cameron Johnson\johnsca02	PF	23	PHO	57	9	22	3.1	7.1	0.435	1.9	4.8	0.39	1.2	2.3	0.526	0.565	0.8	1	0.807	0.9	2.4	3.3	1.2	0.6	0.4	0.6	1.5	8.8
257	James Johnson\johnsja01	PF-C	32	TOT	32	1	19.3	3.2	6.7	0.479	1	2.8	0.363	2.2	3.9	0.565	0.556	1	1.5	0.646	0.8	2.9	3.7	2.3	0.8	1	1.5	2.5	8.4
257	James Johnson\johnsja01	PF	32	MIA	18	0	15.6	2.2	4.8	0.448	0.9	2.5	0.356	1.3	2.3	0.548	0.54	0.4	0.8	0.571	0.4	2.4	2.9	1.2	0.3	0.7	0.8	1.9	5.7
257	James Johnson\johnsja01	C	32	MIN	14	1	24.1	4.6	9.1	0.5	1.2	3.3	0.37	3.4	5.9	0.573	0.566	1.6	2.4	0.676	1.2	3.5	4.7	3.8	1.4	1.4	2.4	3.3	12
258	Keldon Johnson\johnske04	SF	20	SAS	17	1	17.7	3.1	5.2	0.596	0.8	1.3	0.591	2.4	3.9	0.597	0.669	2.1	2.6	0.795	0.6	2.8	3.4	0.9	0.8	0.1	0.8	1.6	9.1
259	Stanley Johnson\johnsst04	PF	23	TOR	25	0	6	0.9	2.4	0.373	0.3	1	0.292	0.6	1.4	0.429	0.432	0.4	0.6	0.563	0.3	1.2	1.5	0.8	0.2	0.2	0.6	0.6	2.4
260	Tyler Johnson\johnsty01	PG-SG	27	TOT	39	7	18.2	2.5	6.4	0.388	1	3.1	0.319	1.5	3.4	0.45	0.464	1.1	1.3	0.84	0.5	1.5	1.9	1.9	0.4	0.2	0.7	1.5	7
260	Tyler Johnson\johnsty01	PG	27	PHO	31	3	16.6	2.1	5.5	0.38	0.8	2.7	0.289	1.3	2.8	0.466	0.45	0.8	1	0.75	0.3	1.4	1.7	1.6	0.4	0.3	0.8	1.4	5.7
260	Tyler Johnson\johnsty01	SG	27	BRK	8	4	24.3	4	9.9	0.405	1.8	4.5	0.389	2.3	5.4	0.419	0.494	2.3	2.3	1	1	2	3	3	0.5	0.1	0.6	1.9	12
261	Nikola Jokić\jokicni01	C	24	DEN	73	73	32	7.7	14.7	0.528	1.1	3.5	0.314	6.6	11.2	0.594	0.565	3.4	4.1	0.817	2.3	7.5	9.7	7	1.2	0.6	3.1	3	19.9
262	Damian Jones\jonesda03	C	24	ATL	55	27	16.1	2.2	3.2	0.68	0	0.2	0.222	2.2	3.1	0.704	0.685	1.1	1.5	0.738	1.3	2.4	3.7	0.6	0.5	0.7	0.5	2.7	5.6
263	Derrick Jones Jr.\jonesde02	SF	22	MIA	59	16	23.3	3.1	5.9	0.527	0.6	2.2	0.28	2.5	3.7	0.677	0.58	1.6	2.1	0.772	1.1	2.8	3.9	1.1	1	0.6	0.5	2.2	8.5
264	Tyus Jones\jonesty01	PG	23	MEM	65	6	19	3	6.6	0.459	0.7	1.9	0.379	2.3	4.7	0.492	0.514	0.7	0.9	0.741	0.1	1.4	1.6	4.4	0.9	0.1	0.8	0.7	7.4
265	DeAndre Jordan\jordade01	C	31	BRK	56	6	22	3.4	5.1	0.666	0	0		3.4	5.1	0.666	0.666	1.5	2.2	0.68	2.5	7.5	10	1.9	0.3	0.9	1.3	2	8.3
266	Cory Joseph\josepco01	PG	28	SAC	72	26	24.4	2.4	5.7	0.415	0.8	2.2	0.352	1.6	3.5	0.455	0.483	0.8	1	0.857	0.6	2	2.6	3.5	0.7	0.3	1.1	1.8	6.4
267	Mfiondu Kabengele\kabenmf01	C	22	LAC	12	0	5.3	1.2	2.7	0.438	0.8	1.7	0.45	0.4	1	0.417	0.578	0.4	0.4	1	0.1	0.8	0.9	0.2	0.2	0.2	0.2	0.8	3.5
268	Frank Kaminsky\kaminfr01	C	26	PHO	39	13	19.9	3.5	7.9	0.45	1.1	3.2	0.331	2.5	4.7	0.53	0.516	1.6	2.3	0.678	0.9	3.6	4.5	1.9	0.4	0.3	0.9	1.9	9.7
269	Enes Kanter\kanteen01	C	27	BOS	58	7	16.9	3.4	6	0.572	0	0.1	0.143	3.4	5.9	0.581	0.573	1.2	1.7	0.707	2.8	4.6	7.4	1	0.4	0.7	1	1.7	8.1
270	Luke Kennard\kennalu01	SG	23	DET	28	25	32.9	5.4	12.2	0.442	2.6	6.5	0.399	2.8	5.7	0.491	0.548	2.4	2.7	0.893	0.3	3.2	3.5	4.1	0.4	0.2	1.5	2.3	15.8
271	Stanton Kidd\kiddst01	SG	27	UTA	4	0	3.8	0	0.8	0	0	0.3	0	0	0.5	0	0	0	0		0	0.8	0.8	0.3	0	0	0.5	0.8	0
272	Michael Kidd-Gilchrist\kiddgmi01	PF	26	TOT	25	0	11.2	0.9	2.6	0.333	0.2	0.8	0.25	0.7	1.8	0.37	0.371	0.4	0.6	0.786	0.6	2.1	2.7	0.6	0.1	0.2	0.6	1.5	2.4
272	Michael Kidd-Gilchrist\kiddgmi01	PF	26	CHO	12	0	13.3	1.5	4.4	0.34	0.4	1.4	0.294	1.1	3	0.361	0.387	0.6	0.8	0.778	0.8	2.2	2.9	0.8	0	0.3	0.6	1.5	4
272	Michael Kidd-Gilchrist\kiddgmi01	PF	26	DAL	13	0	9.3	0.3	1	0.308	0	0.2	0	0.3	0.8	0.4	0.308	0.3	0.4	0.8	0.4	2.1	2.5	0.3	0.2	0.2	0.7	1.5	0.9
273	Louis King\kinglo02	SF	20	DET	10	0	6.2	0.8	2.1	0.381	0.4	1.1	0.364	0.4	1	0.4	0.476	0	0.3	0	0.1	0.9	1	0.5	0.2	0	0.2	1	2
274	Maxi Kleber\klebima01	PF	28	DAL	74	21	25.5	3.2	6.9	0.461	1.6	4.3	0.373	1.6	2.6	0.605	0.577	1.1	1.3	0.849	1.5	3.7	5.2	1.2	0.3	1.1	0.8	2.4	9.1
275	Brandon Knight\knighbr03	SG-PG	28	TOT	25	3	18.5	2.4	6.7	0.353	1.8	5.2	0.344	0.6	1.4	0.389	0.488	0.8	1.4	0.588	0.2	1.5	1.6	2.8	0.4	0.1	1.5	1.6	7.3
275	Brandon Knight\knighbr03	SG	28	CLE	16	0	15.1	1.8	5.4	0.326	1.2	4	0.297	0.6	1.4	0.409	0.436	0.3	0.8	0.308	0.2	1.1	1.3	1.9	0.3	0.1	1	1.3	4.9
275	Brandon Knight\knighbr03	PG	28	DET	9	3	24.6	3.4	9	0.383	2.9	7.4	0.388	0.6	1.6	0.357	0.543	1.8	2.3	0.762	0.1	2.2	2.3	4.2	0.6	0.1	2.4	2.2	11.6
276	Kevin Knox\knoxke01	SF	20	NYK	65	4	17.9	2.2	6.2	0.359	1	3.1	0.327	1.2	3.1	0.391	0.44	1	1.6	0.653	0.4	2.4	2.8	0.9	0.4	0.4	0.7	1.6	6.4
277	John Konchar\konchjo01	SG	23	MEM	19	0	9.5	1.3	1.9	0.649	0.3	0.5	0.5	1	1.4	0.704	0.716	0.1	0.1	0.5	0.9	1.5	2.5	1.2	0.4	0.2	0.4	0.4	2.8
278	Furkan Korkmaz\korkmfu01	SG	22	PHI	72	12	21.7	3.4	7.8	0.43	2	4.9	0.402	1.4	2.9	0.478	0.557	1.1	1.4	0.755	0.3	2.1	2.3	1.1	0.6	0.2	0.8	1.4	9.8
279	Luke Kornet\kornelu01	C	24	CHI	36	14	15.5	2.3	5.2	0.439	0.9	3	0.287	1.4	2.2	0.646	0.521	0.6	0.8	0.714	0.6	1.7	2.3	0.9	0.3	0.7	0.4	1.5	6
